,TOTAL,COM 1,COM 2,fcount,ftime
0,"98,5",2,0.0,81,90.0
1,"100,5",2,2.0,81,105.0
2,"99,5",2,2.0,81,120.0
3,"98,5",2,2.0,81,150.0
4,"95,5",2,2.0,81,180.0
5,"91,5",2,2.0,81,240.0
6,"93,5",4,4.0,81,270.0
7,"90,5",4,4.0,81,360.0
8,"91,5",5,4.0,81,360.0
9,"92,5",5,5.0,81,360.0
10,"93,5",5,5.0,81,375.0
11,"93,5",7,5.0,81,375.0
12,"92,5",7,5.0,81,390.0
13,"93,5",7,5.0,81,390.0
14,"92,5",7,5.0,81,420.0
15,"92,5",7,6.0,81,420.0
16,"92,5",7,6.0,81,435.0
17,"93,5",7,8.0,81,450.0
18,"93,5",7,8.0,81,465.0
19,"92,5",7,8.0,81,480.0
20,"94,5",7,10.0,81,495.0
21,"95,5",9,10.0,81,540.0
22,"96,5",9,12.0,81,540.0
23,"96,5",9,14.0,81,585.0
24,"97,5",10,14.0,81,585.0
27,"98,5",10,14.0,81,615.0
28,"96,5",10,14.0,81,660.0
29,"97,5",12,14.0,81,675.0
30,"97,5",12,14.0,81,690.0
31,"96,5",12,14.0,81,705.0
32,"97,5",14,14.0,81,720.0
33,"97,5",15,14.0,81,750.0
34,"95,5",15,14.0,81,780.0
35,"97,5",15,16.0,81,780.0
36,"98,5",15,18.0,81,810.0
37,"95,5",15,18.0,81,810.0
38,"92,5",15,18.0,81,840.0
39,"92,5",15,18.0,81,855.0
40,"93,5",17,20.0,81,915.0
41,"95,5",17,22.0,81,930.0
42,"96,5",19,22.0,81,945.0
43,"95,5",19,22.0,81,975.0
44,"94,5",19,22.0,81,1005.0
45,"92,5",19,22.0,81,1080.0
46,"93,5",19,24.0,81,1110.0
47,"93,5",19,24.0,81,1140.0
48,"92,5",19,24.0,81,1170.0
49,"91,5",19,24.0,81,1185.0
51,"93,5",19,27.0,81,1215.0
52,"95,5",21,27.0,81,1230.0
53,"94,5",21,27.0,81,1245.0
54,"93,5",21,27.0,81,1260.0
55,"92,5",21,27.0,81,1290.0
56,"91,5",21,27.0,81,1320.0
57,"90,5",21,27.0,81,1350.0
58,"90,5",23,27.0,81,1380.0
59,91,25,27.0,81,1410.0
60,"90,5",25,27.0,81,1425.0
61,91,27,27.0,81,1455.0
62,"92,5",27,27.0,81,1455.0
63,92,27,27.0,81,1470.0
64,"90,5",27,27.0,81,1500.0
65,89,29,27.0,81,1575.0
66,"91,5",29,27.0,81,1575.0
67,91,29,27.0,81,1590.0
68,91,31,27.0,81,1605.0
69,90,33,31.0,81,1770.0
72,90,33,31.0,81,1815.0
73,"88,5",33,31.0,81,1830.0
74,"85,5",33,31.0,81,1860.0
75,"84,5",33,31.0,81,1890.0
76,"85,5",34,31.0,81,1890.0
77,85,34,31.0,81,1905.0
78,86,34,32.0,81,1905.0
79,85,34,32.0,81,1935.0
80,"83,5",34,32.0,81,1965.0
81,83,34,32.0,81,1980.0
82,"84,5",34,34.0,81,1995.0
83,"84,5",34,34.0,81,2010.0
84,85,34,34.0,81,2010.0
85,83,34,35.0,81,2025.0
86,"84,5",34,35.0,81,2025.0
87,"82,5",34,35.0,81,2055.0
88,"83,5",36,35.0,81,2115.0
89,"82,5",36,35.0,81,2160.0
90,82,36,35.0,81,2160.0
91,"81,5",36,35.0,81,2160.0
92,82,37,35.0,81,2160.0
93,"81,5",37,35.0,81,2160.0
94,84,38,35.0,81,2160.0
95,"80,5",38,35.0,81,2220.0
96,84,40,37.0,81,2250.0
97,0,40,37.0,81,2340.0
98,0,42,39.0,81,2355.0
99,0,42,39.0,81,2370.0
100,0,42,39.0,81,2385.0
101,"166,5",5,3.0,158,60.0
102,"166,5",7,3.0,158,90.0
103,"167,5",7,5.0,158,105.0
104,"166,5",7,5.0,158,120.0
105,"167,5",9,5.0,158,150.0
106,"166,5",9,5.0,158,150.0
107,"164,5",9,5.0,158,180.0
108,"165,5",9,7.0,158,195.0
109,"165,5",10,7.0,158,225.0
110,"165,5",11,7.0,158,225.0
111,"166,5",11,7.0,158,240.0
112,"166,5",12,9.0,158,255.0
113,"167,5",14,9.0,158,270.0
114,"168,5",14,10.0,158,285.0
115,"168,5",14,11.0,158,285.0
116,"167,5",14,11.0,158,300.0
117,"165,5",14,13.0,158,360.0
118,"166,5",17,13.0,158,375.0
119,"165,5",17,13.0,158,405.0
120,"163,5",17,13.0,158,435.0
121,"160,5",17,13.0,158,465.0
122,"161,5",19,13.0,158,495.0
123,"159,5",19,13.0,158,510.0
124,"159,5",19,15.0,158,540.0
125,"158,5",19,15.0,158,555.0
126,"157,5",19,15.0,158,570.0
127,"159,5",19,15.0,158,570.0
128,"158,5",19,16.0,158,570.0
131,"157,5",22,16.0,158,615.0
132,"156,5",22,16.0,158,630.0
133,"154,5",22,16.0,158,660.0
134,"153,5",22,16.0,158,675.0
135,"155,5",25,16.0,158,690.0
136,"154,5",27,16.0,158,735.0
137,"155,5",27,16.0,158,735.0
138,"156,5",27,18.0,158,750.0
139,"157,5",28,18.0,158,765.0
140,"157,5",29,18.0,158,765.0
141,"159,5",31,21.0,158,810.0
142,"161,5",31,24.0,158,825.0
143,"159,5",31,24.0,158,855.0
144,"160,5",31,26.0,158,870.0
145,"161,5",31,28.0,158,900.0
146,"162,5",33,28.0,158,915.0
147,"162,5",33,28.0,158,945.0
148,"162,5",35,28.0,158,945.0
149,"162,5",37,28.0,158,975.0
150,"163,5",37,28.0,158,975.0
151,"165,5",37,31.0,158,990.0
152,"166,5",39,31.0,158,1005.0
153,"166,5",39,33.0,158,1035.0
154,"167,5",39,33.0,158,1035.0
155,"168,5",39,34.0,158,1035.0
156,"170,5",41,34.0,158,1050.0
157,"171,5",41,36.0,158,1065.0
158,"170,5",41,36.0,158,1080.0
159,"171,5",41,40.0,158,1125.0
160,"172,5",41,40.0,158,1125.0
161,"172,5",44,40.0,158,1155.0
162,"171,5",44,40.0,158,1170.0
163,"173,5",44,41.0,158,1185.0
164,"172,5",44,42.0,158,1185.0
166,"171,5",44,42.0,158,1205.0
167,"170,5",44,42.0,158,1220.0
168,"169,5",44,44.0,158,1250.0
169,"169,5",46,44.0,158,1280.0
170,"171,5",46,48.0,158,1310.0
171,"172,5",48,48.0,158,1340.0
172,"173,5",48,50.0,158,1355.0
173,"172,5",50,50.0,158,1385.0
174,"173,5",52,50.0,158,1400.0
175,"173,5",54,50.0,158,1430.0
176,"172,5",54,50.0,158,1445.0
177,"173,5",56,50.0,158,1460.0
178,"173,5",56,52.0,158,1490.0
179,"174,5",58,54.0,158,1535.0
180,"175,5",58,54.0,158,1545.0
181,"175,5",58,54.0,158,1560.0
182,"175,5",60,54.0,158,1575.0
183,"173,5",60,54.0,158,1605.0
184,"175,5",60,57.0,158,1620.0
185,"174,5",60,57.0,158,1635.0
186,"176,5",63,57.0,158,1650.0
187,"176,5",65,57.0,158,1665.0
188,"175,5",65,57.0,158,1680.0
189,"175,5",65,59.0,158,1710.0
190,"173,5",65,59.0,158,1740.0
191,"172,5",65,59.0,158,1755.0
192,"169,5",65,59.0,158,1785.0
193,"172,5",65,59.0,158,1785.0
194,"172,5",65,61.0,158,1785.0
195,"173,5",66,61.0,158,1795.0
196,"173,5",67,61.0,158,1795.0
198,"172,5",67,61.0,158,1805.0
199,"173,5",67,61.0,158,1805.0
200,173,68,61.0,158,1805.0
201,172,68,61.0,158,1820.0
202,173,70,61.0,158,1835.0
203,"171,5",70,61.0,158,1850.0
204,"170,5",70,61.0,158,1865.0
205,"171,5",71,61.0,158,1880.0
206,"171,5",72,61.0,158,1880.0
207,170,72,61.0,158,1910.0
208,"166,5",72,61.0,158,1955.0
209,"165,5",72,61.0,158,1970.0
210,163,72,61.0,158,2000.0
211,162,72,61.0,158,2015.0
212,163,72,62.0,158,2030.0
213,162,72,62.0,158,2030.0
214,"161,5",72,62.0,158,2060.0
215,"160,5",72,62.0,158,2075.0
216,"159,5",72,62.0,158,2075.0
217,"159,5",73,62.0,158,2075.0
218,"160,5",73,62.0,158,2075.0
219,160,75,62.0,158,2105.0
220,161,75,64.0,158,2120.0
221,"161,5",76,64.0,158,2135.0
222,"161,5",77,64.0,158,2135.0
223,161,79,64.0,158,2165.0
224,"160,5",79,66.0,158,2195.0
225,"161,5",79,66.0,158,2195.0
226,"162,5",79,68.0,158,2210.0
227,"163,5",79,71.0,158,2225.0
228,"162,5",79,71.0,158,2240.0
229,"161,5",79,71.0,158,2270.0
230,0,81,71.0,158,2325.0
231,0,81,73.0,158,2355.0
232,0,81,73.0,158,2370.0
233,0,83,73.0,158,2370.0
234,0,84,73.0,158,2370.0
235,0,84,73.0,158,2395.0
236,0,84,74.0,158,2395.0
237,0,84,74.0,158,2400.0
242,"148,5",17,17.0,159,630.0
243,"146,5",17,17.0,159,660.0
244,"145,5",17,17.0,159,690.0
245,"143,5",17,17.0,159,720.0
246,"142,5",17,17.0,159,735.0
247,"140,5",17,17.0,159,765.0
248,"139,5",17,17.0,159,780.0
249,"136,5",17,17.0,159,810.0
250,"135,5",17,17.0,159,825.0
251,"138,5",20,20.0,159,870.0
252,"136,5",20,20.0,159,900.0
253,"134,5",20,20.0,159,930.0
254,"136,5",22,22.0,159,960.0
255,"137,5",23,22.0,159,960.0
256,"139,5",23,25.0,159,975.0
257,"138,5",23,25.0,159,990.0
258,"141,5",24,28.0,159,1005.0
259,"142,5",24,30.0,159,1020.0
260,"141,5",26,30.0,159,1080.0
261,"141,5",28,30.0,159,1110.0
262,"140,5",28,30.0,159,1125.0
263,"141,5",30,30.0,159,1140.0
264,"140,5",30,30.0,159,1170.0
268,"135,5",32,32.0,159,1260.0
269,"137,5",32,36.0,159,1290.0
270,"140,5",34,39.0,159,1320.0
271,"142,5",36,41.0,159,1365.0
272,"143,5",37,41.0,159,1365.0
273,"143,5",37,43.0,159,1395.0
274,"144,5",37,43.0,159,1410.0
275,"146,5",40,43.0,159,1425.0
276,"150,5",42,46.0,159,1455.0
277,"151,5",44,46.0,159,1470.0
278,"150,5",44,46.0,159,1485.0
279,"151,5",44,46.0,159,1485.0
280,"154,5",49,46.0,159,1530.0
281,"152,5",49,46.0,159,1560.0
282,"152,5",49,49.0,159,1590.0
283,"154,5",49,52.0,159,1605.0
284,"151,5",49,52.0,159,1650.0
285,"152,5",50,52.0,159,1650.0
286,"154,5",51,52.0,159,1650.0
287,"155,5",53,54.0,159,1695.0
288,159,57,55.0,159,1740.0
289,"157,5",57,55.0,159,1755.0
290,157,57,55.0,159,1770.0
291,"157,5",57,57.0,159,1785.0
293,"159,5",59,60.0,159,1830.0
294,"161,5",61,62.0,159,1860.0
295,163,63,64.0,159,1890.0
296,"164,5",65,64.0,159,1920.0
297,"163,5",65,66.0,159,1965.0
298,164,65,67.0,159,1965.0
299,"166,5",67,69.0,159,1995.0
300,"168,5",70,69.0,159,2010.0
301,"166,5",70,69.0,159,2040.0
302,"165,5",70,69.0,159,2055.0
303,"166,5",72,69.0,159,2070.0
304,"165,5",72,69.0,159,2085.0
305,164,72,69.0,159,2100.0
306,165,72,70.0,159,2100.0
307,163,72,70.0,159,2130.0
308,165,72,73.0,159,2145.0
309,164,72,73.0,159,2160.0
310,"162,5",72,73.0,159,2160.0
311,"161,5",72,73.0,159,2160.0
312,165,75,76.0,159,2205.0
313,167,75,78.0,159,2220.0
314,165,75,78.0,159,2250.0
315,164,75,78.0,159,2265.0
316,"163,5",75,80.0,159,2280.0
317,0,78,80.0,159,2310.0
318,0,78,80.0,159,2340.0
319,0,78,80.0,159,2370.0
320,0,78,81.0,159,2370.0
322,0,75,75.0,168,2385.0
326,"171,5",77,77.0,168,2460.0
327,"170,5",77,77.0,168,2460.0
328,172,77,80.0,168,2475.0
329,"173,5",78,80.0,168,2475.0
330,"175,5",78,83.0,168,2490.0
331,"176,5",78,83.0,168,2490.0
332,"173,5",78,83.0,168,2520.0
333,174,78,83.0,168,2535.0
334,"174,5",80,83.0,168,2565.0
335,175,81,83.0,168,2565.0
336,0,81,83.0,168,2610.0
337,0,81,85.0,168,2640.0
338,0,83,85.0,168,2670.0
340,"163,5",9,6.0,176,240.0
341,"162,5",9,6.0,176,255.0
342,"164,5",11,8.0,176,285.0
343,"163,5",11,8.0,176,300.0
344,"162,5",11,10.0,176,330.0
345,"163,5",11,11.0,176,330.0
346,"164,5",11,12.0,176,330.0
347,"163,5",13,12.0,176,375.0
348,"164,5",15,12.0,176,390.0
349,"162,5",15,12.0,176,420.0
350,"163,5",15,15.0,176,450.0
351,"162,5",17,12.0,176,450.0
352,"161,5",17,12.0,176,465.0
353,"162,5",17,14.0,176,480.0
354,"164,5",19,15.0,176,495.0
355,"163,5",19,15.0,176,510.0
356,"164,5",19,15.0,176,510.0
357,"161,5",19,15.0,176,540.0
358,"161,5",19,15.0,176,555.0
359,"160,5",19,15.0,176,570.0
360,"159,5",19,15.0,176,585.0
362,"160,5",21,15.0,176,615.0
363,"160,5",21,15.0,176,630.0
364,"160,5",21,16.0,176,630.0
365,"161,5",21,21.0,176,675.0
366,"162,5",23,21.0,176,705.0
367,"162,5",23,23.0,176,720.0
368,"164,5",25,25.0,176,765.0
369,"165,5",27,25.0,176,795.0
370,"166,5",29,25.0,176,810.0
371,"166,5",31,25.0,176,840.0
372,"165,5",31,25.0,176,855.0
373,"165,5",31,27.0,176,885.0
374,"168,5",34,28.0,176,900.0
375,"169,5",36,28.0,176,915.0
376,"171,5",36,31.0,176,930.0
377,"175,5",40,36.0,176,1005.0
378,"174,5",40,36.0,176,1020.0
379,"173,5",40,36.0,176,1035.0
380,"172,5",40,36.0,176,1050.0
381,"171,5",40,36.0,176,1065.0
382,"170,5",40,36.0,176,1080.0
383,"169,5",40,36.0,176,1095.0
384,"170,5",40,37.0,176,1095.0
385,"169,5",40,38.0,176,1110.0
386,"171,5",40,38.0,176,1110.0
387,"170,5",41,38.0,176,1110.0
388,"170,5",41,40.0,176,1140.0
389,"171,5",41,40.0,176,1155.0
390,"169,5",41,40.0,176,1155.0
391,"170,5",42,40.0,176,1155.0
392,"170,5",42,42.0,176,1185.0
396,"167,5",44,42.0,176,1230.0
397,"166,5",44,42.0,176,1245.0
398,"166,5",44,44.0,176,1275.0
399,"165,5",44,44.0,176,1290.0
400,"164,5",44,44.0,176,1305.0
401,"163,5",44,46.0,176,1350.0
402,"162,5",44,46.0,176,1365.0
403,"160,5",44,46.0,176,1395.0
404,"159,5",44,46.0,176,1410.0
405,"158,5",44,48.0,176,1440.0
406,"157,5",44,48.0,176,1455.0
407,"157,5",44,48.0,176,1470.0
408,"156,5",44,48.0,176,1485.0
409,"156,5",44,50.0,176,1500.0
410,"155,5",44,50.0,176,1515.0
411,"156,5",45,50.0,176,1515.0
412,"156,5",46,50.0,176,1530.0
413,"157,5",47,50.0,176,1530.0
414,"157,5",47,52.0,176,1560.0
415,"156,5",47,52.0,176,1575.0
416,"156,5",47,54.0,176,1590.0
417,"157,5",49,54.0,176,1605.0
418,"156,5",49,54.0,176,1620.0
419,"159,5",49,57.0,176,1650.0
420,"160,5",51,59.0,176,1695.0
421,"159,5",51,59.0,176,1710.0
422,"160,5",53,59.0,176,1725.0
423,161,55,61.0,176,1770.0
424,"162,5",55,64.0,176,1785.0
425,164,55,64.0,176,1785.0
426,"164,5",57,64.0,176,1785.0
429,"164,5",59,64.0,176,1830.0
430,"165,5",59,66.0,176,1845.0
431,"164,5",59,66.0,176,1860.0
432,"163,5",59,66.0,176,1875.0
433,162,59,66.0,176,1890.0
434,"161,5",59,68.0,176,1920.0
435,"162,5",59,68.0,176,1920.0
436,"163,5",61,68.0,176,1920.0
437,"161,5",61,68.0,176,1950.0
438,163,61,70.0,176,1965.0
439,"162,5",61,73.0,176,2010.0
440,"161,5",61,73.0,176,2025.0
441,162,63,75.0,176,2070.0
442,164,65,77.0,176,2100.0
443,"164,5",65,79.0,176,2115.0
444,"165,5",67,79.0,176,2130.0
445,"165,5",67,80.0,176,2145.0
446,"166,5",67,81.0,176,2145.0
447,"166,5",67,81.0,176,2160.0
448,"167,5",67,81.0,176,2160.0
449,"167,5",68,81.0,176,2160.0
450,167,70,81.0,176,2190.0
451,168,70,81.0,176,2190.0
452,"167,5",72,82.0,176,2220.0
453,"169,5",72,84.0,176,2235.0
454,"171,5",72,86.0,176,2235.0
455,169,72,86.0,176,2265.0
456,"170,5",72,86.0,176,2265.0
457,0,72,86.0,176,2310.0
458,0,74,88.0,176,2310.0
459,0,76,88.0,176,2325.0
460,0,76,90.0,176,2340.0
461,0,78,90.0,176,2340.0
462,0,78,92.0,176,2355.0
463,0,78,92.0,176,2370.0
464,0,80,92.0,176,2370.0
465,0,82,92.0,176,2385.0
466,0,82,94.0,176,2400.0
468,"125,5",6,2.0,113,165.0
469,"124,5",6,2.0,113,180.0
470,"124,5",6,4.0,113,210.0
471,"126,5",8,4.0,113,225.0
472,"125,5",8,6.0,113,270.0
473,"123,5",8,6.0,113,315.0
474,"123,5",9,6.0,113,330.0
475,"122,5",9,6.0,113,360.0
476,"122,5",11,6.0,113,390.0
477,"121,5",11,6.0,113,405.0
478,"116,5",11,6.0,113,510.0
479,"117,5",11,8.0,113,525.0
480,"113,5",11,8.0,113,555.0
481,"114,5",13,8.0,113,570.0
482,"113,5",13,8.0,113,585.0
484,"114,5",13,12.0,113,630.0
485,"113,5",13,12.0,113,645.0
486,"113,5",13,12.0,113,660.0
487,"112,5",13,12.0,113,675.0
488,"110,5",13,12.0,113,705.0
489,"112,5",15,12.0,113,720.0
490,"110,5",15,12.0,113,750.0
491,"110,5",15,12.0,113,765.0
492,"108,5",15,12.0,113,795.0
493,"109,5",15,12.0,113,810.0
494,"108,5",15,13.0,113,810.0
495,"110,5",15,13.0,113,810.0
496,"108,5",16,13.0,113,840.0
497,"107,5",16,13.0,113,855.0
498,"108,5",16,15.0,113,870.0
499,"108,5",16,17.0,113,915.0
500,"107,5",16,17.0,113,930.0
501,"106,5",16,17.0,113,930.0
502,"108,5",16,19.0,113,930.0
503,"111,5",18,21.0,113,960.0
504,"110,5",18,21.0,113,960.0
505,"110,5",20,21.0,113,1005.0
506,"111,5",22,21.0,113,1035.0
507,"110,5",22,21.0,113,1065.0
508,"108,5",22,21.0,113,1095.0
509,"107,5",22,21.0,113,1125.0
510,"108,5",24,21.0,113,1140.0
511,"109,5",24,23.0,113,1155.0
512,"110,5",26,23.0,113,1185.0
515,"109,5",26,26.0,113,1215.0
516,"109,5",26,26.0,113,1230.0
517,"109,5",26,28.0,113,1260.0
518,"108,5",26,28.0,113,1290.0
519,"107,5",28,28.0,113,1350.0
520,"106,5",28,28.0,113,1350.0
521,"105,5",28,28.0,113,1365.0
522,"105,5",28,28.0,113,1380.0
523,"105,5",28,30.0,113,1410.0
524,"107,5",28,33.0,113,1440.0
525,"105,5",28,33.0,113,1470.0
526,105,28,33.0,113,1485.0
527,"104,5",28,33.0,113,1500.0
528,103,28,33.0,113,1530.0
529,102,28,33.0,113,1545.0
530,103,29,33.0,113,1545.0
531,103,29,35.0,113,1590.0
532,"105,5",32,35.0,113,1605.0
533,105,32,35.0,113,1620.0
534,"103,5",32,35.0,113,1635.0
535,103,32,35.0,113,1650.0
536,"102,5",32,35.0,113,1665.0
537,"101,5",32,35.0,113,1680.0
538,"100,5",32,35.0,113,1710.0
539,99,32,35.0,113,1725.0
540,100,34,35.0,113,1755.0
541,"99,5",34,35.0,113,1770.0
542,100,34,36.0,113,1770.0
547,98,34,38.0,113,1830.0
548,"99,5",36,38.0,113,1845.0
549,"100,5",36,38.0,113,1860.0
550,"100,5",36,40.0,113,1860.0
551,100,36,40.0,113,1875.0
552,99,36,40.0,113,1890.0
553,"105,5",40,45.0,113,1965.0
554,107,42,45.0,113,1980.0
555,108,42,45.0,113,1995.0
556,108,42,47.0,113,1995.0
557,"108,5",42,47.0,113,1995.0
558,109,43,47.0,113,2010.0
559,"109,5",43,49.0,113,2040.0
560,"108,5",43,49.0,113,2055.0
561,111,45,49.0,113,2055.0
562,111,45,49.0,113,2070.0
563,110,45,49.0,113,2085.0
564,"110,5",45,51.0,113,2100.0
565,110,45,51.0,113,2115.0
566,"112,5",45,54.0,113,2130.0
567,113,45,56.0,113,2160.0
568,"113,5",47,56.0,113,2190.0
569,"113,5",47,56.0,113,2205.0
570,"112,5",47,56.0,113,2220.0
571,112,47,56.0,113,2235.0
572,113,47,58.0,113,2250.0
573,112,47,58.0,113,2265.0
574,111,47,58.0,113,2280.0
575,111,47,58.0,113,2295.0
576,0,47,62.0,113,2340.0
577,0,47,60.0,113,2325.0
578,0,47,62.0,113,2355.0
579,0,47,62.0,113,2370.0
580,0,51,62.0,113,2385.0
582,"185,5",2,9.0,165,150.0
583,"183,5",2,9.0,165,165.0
584,"186,5",4,13.0,165,210.0
585,"185,5",4,13.0,165,210.0
586,"184,5",4,13.0,165,225.0
587,"184,5",4,15.0,165,255.0
588,"184,5",7,15.0,165,285.0
589,"186,5",7,18.0,165,300.0
590,"186,5",9,18.0,165,330.0
591,"189,5",9,21.0,165,345.0
592,"191,5",11,22.0,165,360.0
593,"193,5",11,24.0,165,375.0
594,"192,5",11,26.0,165,405.0
595,"192,5",13,26.0,165,435.0
596,"192,5",13,28.0,165,450.0
597,"194,5",13,31.0,165,465.0
598,"192,5",13,31.0,165,495.0
599,"191,5",13,31.0,165,510.0
600,"192,5",16,31.0,165,525.0
601,"194,5",18,31.0,165,540.0
602,"193,5",18,31.0,165,555.0
603,"192,5",18,31.0,165,570.0
607,"185,5",18,31.0,165,615.0
608,"188,5",20,34.0,165,645.0
609,"190,5",22,34.0,165,660.0
610,"188,5",22,34.0,165,690.0
611,"190,5",25,34.0,165,705.0
612,"187,5",25,34.0,165,735.0
613,"186,5",25,34.0,165,750.0
614,"189,5",28,36.0,165,780.0
615,"190,5",30,36.0,165,795.0
616,"191,5",30,39.0,165,810.0
617,"191,5",32,39.0,165,840.0
618,"193,5",32,39.0,165,840.0
619,"192,5",34,39.0,165,855.0
620,"191,5",34,39.0,165,870.0
621,"190,5",34,39.0,165,885.0
622,"191,5",36,39.0,165,900.0
623,"188,5",36,39.0,165,930.0
624,"189,5",38,39.0,165,945.0
625,"188,5",38,39.0,165,960.0
626,"189,5",40,39.0,165,975.0
627,"191,5",40,39.0,165,975.0
628,"192,5",41,39.0,165,975.0
629,"189,5",41,39.0,165,990.0
630,"190,5",41,41.0,165,1005.0
631,"190,5",43,41.0,165,1035.0
632,"189,5",43,41.0,165,1050.0
633,"188,5",43,41.0,165,1080.0
634,"187,5",43,42.0,165,1095.0
635,"187,5",43,43.0,165,1095.0
636,"187,5",43,45.0,165,1125.0
637,"184,5",45,45.0,165,1185.0
640,"181,5",47,45.0,165,1230.0
641,"182,5",47,48.0,165,1245.0
642,"182,5",47,48.0,165,1260.0
643,"181,5",47,48.0,165,1275.0
644,"178,5",47,48.0,165,1320.0
645,"177,5",47,48.0,165,1335.0
646,"177,5",47,48.0,165,1350.0
647,"177,5",47,48.0,165,1380.0
648,"174,5",47,48.0,165,1395.0
649,"175,5",47,50.0,165,1410.0
650,"178,5",49,50.0,165,1425.0
651,"177,5",49,51.0,165,1425.0
652,"176,5",49,53.0,165,1455.0
653,"177,5",49,53.0,165,1470.0
654,"178,5",51,53.0,165,1470.0
655,"176,5",51,53.0,165,1500.0
656,"177,5",51,54.0,165,1515.0
657,"176,5",51,55.0,165,1515.0
658,"175,5",51,55.0,165,1530.0
659,"176,5",51,55.0,165,1530.0
660,"178,5",54,56.0,165,1545.0
661,"176,5",54,56.0,165,1575.0
662,"180,5",56,59.0,165,1605.0
663,"179,5",57,59.0,165,1605.0
664,"181,5",59,61.0,165,1635.0
665,"183,5",59,61.0,165,1635.0
666,"183,5",59,63.0,165,1635.0
667,"184,5",59,65.0,165,1650.0
668,"186,5",62,65.0,165,1665.0
669,"185,5",64,65.0,165,1695.0
670,"184,5",64,65.0,165,1710.0
671,"185,5",64,67.0,165,1725.0
672,"184,5",64,67.0,165,1740.0
673,183,64,67.0,165,1755.0
674,"185,5",70,66.0,165,1785.0
675,"184,5",68,67.0,165,1785.0
678,183,68,69.0,165,1815.0
679,"182,5",68,69.0,165,1830.0
680,"182,5",70,69.0,165,1860.0
681,181,70,69.0,165,1875.0
682,"181,5",70,69.0,165,1875.0
683,"180,5",70,69.0,165,1890.0
684,"182,5",70,70.0,165,1890.0
685,"182,5",72,71.0,165,1905.0
686,181,72,73.0,165,1950.0
687,"181,5",72,73.0,165,1950.0
688,"182,5",72,73.0,165,1950.0
689,180,72,73.0,165,1980.0
690,"178,5",72,73.0,165,1995.0
691,"179,5",72,73.0,165,1995.0
692,"180,5",74,73.0,165,2010.0
693,"179,5",74,73.0,165,2025.0
694,"178,5",74,73.0,165,2040.0
695,177,74,73.0,165,2055.0
696,"177,5",74,73.0,165,2055.0
697,175,74,73.0,165,2085.0
698,"175,5",74,73.0,165,2085.0
699,177,76,75.0,165,2115.0
700,"175,5",78,75.0,165,2160.0
701,176,80,75.0,165,2175.0
702,"175,5",80,75.0,165,2175.0
703,177,83,75.0,165,2190.0
704,"177,5",83,75.0,165,2190.0
705,178,84,75.0,165,2205.0
706,"178,5",84,77.0,165,2220.0
707,177,84,77.0,165,2235.0
708,"175,5",84,77.0,165,2250.0
709,"173,5",84,77.0,165,2265.0
710,"172,5",84,77.0,165,2280.0
711,"173,5",84,77.0,165,2280.0
712,0,84,77.0,165,2310.0
713,0,84,77.0,165,2325.0
714,0,84,77.0,165,2340.0
715,0,84,77.0,165,2370.0
716,0,86,77.0,165,2370.0
717,0,86,79.0,165,2385.0
719,"113,5",0,0.0,106,15.0
720,"110,5",0,0.0,106,75.0
721,"110,5",0,0.0,106,90.0
722,"111,5",0,2.0,106,105.0
723,"112,5",0,2.0,106,120.0
724,"111,5",0,2.0,106,120.0
725,"109,5",0,2.0,106,150.0
726,"109,5",0,2.0,106,165.0
727,"108,5",1,2.0,106,165.0
728,"109,5",1,4.0,106,195.0
729,"108,5",1,4.0,106,210.0
730,"107,5",1,4.0,106,225.0
731,"108,5",1,6.0,106,255.0
732,"109,5",3,6.0,106,285.0
733,"108,5",3,6.0,106,300.0
734,"107,5",3,6.0,106,315.0
735,"109,5",3,9.0,106,345.0
736,"108,5",3,9.0,106,375.0
737,"105,5",3,9.0,106,420.0
738,"105,5",3,9.0,106,435.0
739,"105,5",5,9.0,106,450.0
740,"106,5",5,11.0,106,480.0
741,"106,5",7,11.0,106,510.0
742,"105,5",7,11.0,106,525.0
743,"106,5",7,11.0,106,540.0
744,"106,5",9,11.0,106,540.0
745,"108,5",9,13.0,106,555.0
746,"108,5",9,15.0,106,585.0
748,"107,5",9,15.0,106,615.0
749,"106,5",9,15.0,106,630.0
750,"106,5",9,15.0,106,645.0
751,"105,5",9,15.0,106,660.0
752,"104,5",9,15.0,106,675.0
753,"104,5",9,15.0,106,720.0
754,"103,5",9,15.0,106,720.0
755,"104,5",11,16.0,106,735.0
756,"104,5",11,16.0,106,750.0
757,"106,5",11,19.0,106,765.0
758,"104,5",11,19.0,106,810.0
759,"104,5",11,19.0,106,825.0
760,"103,5",11,19.0,106,840.0
761,"104,5",13,19.0,106,855.0
762,"103,5",13,19.0,106,870.0
763,"102,5",13,19.0,106,900.0
764,"102,5",15,19.0,106,945.0
765,"104,5",15,22.0,106,975.0
766,"105,5",18,22.0,106,1005.0
767,"101,5",18,22.0,106,1080.0
768,"100,5",18,22.0,106,1095.0
769,"101,5",18,22.0,106,1110.0
770,"102,5",22,22.0,106,1125.0
771,"103,5",22,22.0,106,1125.0
772,"105,5",22,25.0,106,1140.0
773,"107,5",22,25.0,106,1140.0
774,"107,5",23,25.0,106,1140.0
775,"107,5",24,25.0,106,1140.0
776,"111,5",26,27.0,106,1170.0
778,"111,5",28,27.0,106,1215.0
